test1	test2	test3
12649.97597	12649.97597	12649.97597
134886.3533	134886.3533	134886.3533
21286.39954	21286.39954	21286.39954
12219.26142	12219.26142	12219.26142
5189.29934	5189.29934	5189.29934
6788.73214	6788.73214	6788.73214
2218.3632	2218.3632	2218.3632
2211.66224	2211.66224	2211.66224
1893.83502	1893.83502	1893.83502
53449.47634	53449.47634	53449.47634
13609.12088	13609.12088	13609.12088
76716.27807	76716.27807	76716.27807
35347.62	35347.62	35347.62
2114.27459	2114.27459	2114.27459
187508.9694	187508.9694	187508.9694
116853.5392	116853.5392	116853.5392
52565.04839	52565.04839	52565.04839
1225.33137	1225.33137	1225.33137
4183.0796	4183.0796	4183.0796
11440.40103	11440.40103	11440.40103
7723.8016	7723.8016	7723.8016
1732.3083	1732.3083	1732.3083
1868.7764	1868.7764	1868.7764
76995.08876	76995.08876	76995.08876
3443.80053	3443.80053	3443.80053
681.88523	681.88523	681.88523
9920.46271	9920.46271	9920.46271
36062.78155	36062.78155	36062.78155
3913.09489	3913.09489	3913.09489
56160.70281	56160.70281	56160.70281
19640.25137	19640.25137	19640.25137
1226.7178	1226.7178	1226.7178
196993.4533	196993.4533	196993.4533
262.50164	262.50164	262.50164
2575.51035	2575.51035	2575.51035
14582.18542	14582.18542	14582.18542
105941.4807	105941.4807	105941.4807
40502.89341	40502.89341	40502.89341
0.54213	0.54213	0.54213
97230.76923	97230.76923	97230.76923
63324.297	63324.297	63324.297
4028.86569	4028.86569	4028.86569
871.82034	871.82034	871.82034
3893.0385	3893.0385	3893.0385
123522.3417	123522.3417	123522.3417
26097.94442	26097.94442	26097.94442
715.84133	715.84133	715.84133
18364.59041	18364.59041	18364.59041
2411.875	2411.875	2411.875
2591.74381	2591.74381	2591.74381
31581.78852	31581.78852	31581.78852
23828.46835	23828.46835	23828.46835
1187.58085	1187.58085	1187.58085
35694.84257	35694.84257	35694.84257
136039.2815	136039.2815	136039.2815
9763.96604	9763.96604	9763.96604
2519.01268	2519.01268	2519.01268
4791.16738	4791.16738	4791.16738
36422.64163	36422.64163	36422.64163
2329.25041	2329.25041	2329.25041
182952.954	182952.954	182952.954
674.75347	674.75347	674.75347
126056.8273	126056.8273	126056.8273
2396.00316	2396.00316	2396.00316
84835.01841	84835.01841	84835.01841
35728.93285	35728.93285	35728.93285
2634.74574	2634.74574	2634.74574
40554.34682	40554.34682	40554.34682
424.34047	424.34047	424.34047
24213.0027	24213.0027	24213.0027
38462.72325	38462.72325	38462.72325
24307.97043	24307.97043	24307.97043
2828.67673	2828.67673	2828.67673
35171.64923	35171.64923	35171.64923
269637.5909	269637.5909	269637.5909
7267.80627	7267.80627	7267.80627
2094.95007	2094.95007	2094.95007
2165.60742	2165.60742	2165.60742
39131.85616	39131.85616	39131.85616
94918.28919	94918.28919	94918.28919
13095.99651	13095.99651	13095.99651
218491.2613	218491.2613	218491.2613
6281.61087	6281.61087	6281.61087
684.61259	684.61259	684.61259
2677.65739	2677.65739	2677.65739
6089.74534	6089.74534	6089.74534
55061.91924	55061.91924	55061.91924
1149.2588	1149.2588	1149.2588
37124.92433	37124.92433	37124.92433
1328.02684	1328.02684	1328.02684
4120.96526	4120.96526	4120.96526
51651.78526	51651.78526	51651.78526
44216.85574	44216.85574	44216.85574
33378.33909	33378.33909	33378.33909
11879.87681	11879.87681	11879.87681
1507.48785	1507.48785	1507.48785
12433.06268	12433.06268	12433.06268
73499.49915	73499.49915	73499.49915
83330.46516	83330.46516	83330.46516
3029.48276	3029.48276	3029.48276
81087.52527	81087.52527	81087.52527
5247.18522	5247.18522	5247.18522
13022.08427	13022.08427	13022.08427
97638.8851	97638.8851	97638.8851
2092.01878	2092.01878	2092.01878
129394.0981	129394.0981	129394.0981
2252.11563	2252.11563	2252.11563
10860.29075	10860.29075	10860.29075
2636.82432	2636.82432	2636.82432
9955.39648	9955.39648	9955.39648
17112.07023	17112.07023	17112.07023
11685.43245	11685.43245	11685.43245
32734.63644	32734.63644	32734.63644
4840.03236	4840.03236	4840.03236
17779.95506	17779.95506	17779.95506
44655.49614	44655.49614	44655.49614
937.03653	937.03653	937.03653
867.44495	867.44495	867.44495
1338.97787	1338.97787	1338.97787
85638.05207	85638.05207	85638.05207
2277.9189	2277.9189	2277.9189
279.8057	279.8057	279.8057
33023.77397	33023.77397	33023.77397
32099.71845	32099.71845	32099.71845
35459.19922	35459.19922	35459.19922
77343.8628	77343.8628	77343.8628
4213.8405	4213.8405	4213.8405
43328.0813	43328.0813	43328.0813
56166.58122	56166.58122	56166.58122
4835.06881	4835.06881	4835.06881
25412.11888	25412.11888	25412.11888
1250.65611	1250.65611	1250.65611
179.99885	179.99885	179.99885
76538.16988	76538.16988	76538.16988
6053.66533	6053.66533	6053.66533
2314.31858	2314.31858	2314.31858
2239.29845	2239.29845	2239.29845
8578.71777	8578.71777	8578.71777
22090.45615	22090.45615	22090.45615
440.32383	440.32383	440.32383
9768.44506	9768.44506	9768.44506
381.28595	381.28595	381.28595
5823.13512	5823.13512	5823.13512
2912.51536	2912.51536	2912.51536
9656.87615	9656.87615	9656.87615
123841.6947	123841.6947	123841.6947
4552.83384	4552.83384	4552.83384
103255.0418	103255.0418	103255.0418
18237.93243	18237.93243	18237.93243
125074.6784	125074.6784	125074.6784
37351.90351	37351.90351	37351.90351
19282.95519	19282.95519	19282.95519
145182.6657	145182.6657	145182.6657
12947.7415	12947.7415	12947.7415
30549.26498	30549.26498	30549.26498
1029.05556	1029.05556	1029.05556
39076.41538	39076.41538	39076.41538
47362.20028	47362.20028	47362.20028
50504.02566	50504.02566	50504.02566
79001.79113	79001.79113	79001.79113
727.69036	727.69036	727.69036
52057.99932	52057.99932	52057.99932
85950.72178	85950.72178	85950.72178
515.32751	515.32751	515.32751
15928.17246	15928.17246	15928.17246
78955.73212	78955.73212	78955.73212
130841.5093	130841.5093	130841.5093
2945.79125	2945.79125	2945.79125
73740.5086	73740.5086	73740.5086
2484.1959	2484.1959	2484.1959
17550.83065	17550.83065	17550.83065
3443.26523	3443.26523	3443.26523
2441.63678	2441.63678	2441.63678
4033.10322	4033.10322	4033.10322
5800.88677	5800.88677	5800.88677
47379.83619	47379.83619	47379.83619
20143.92935	20143.92935	20143.92935
1970.82473	1970.82473	1970.82473
47612.80988	47612.80988	47612.80988
18144.32716	18144.32716	18144.32716
26492.45317	26492.45317	26492.45317
2680.31421	2680.31421	2680.31421
442672.3498	442672.3498	442672.3498
87560.93654	87560.93654	87560.93654
157820.1482	157820.1482	157820.1482
286.32158	286.32158	286.32158
21.93937	21.93937	21.93937
25289.36536	25289.36536	25289.36536
2461.76476	2461.76476	2461.76476
19187.07031	19187.07031	19187.07031
2117.5225	2117.5225	2117.5225
18482.78912	18482.78912	18482.78912
5985.22235	5985.22235	5985.22235
12582.67114	12582.67114	12582.67114
210.91598	210.91598	210.91598
109043.8904	109043.8904	109043.8904
90208.92977	90208.92977	90208.92977
21928.67208	21928.67208	21928.67208
18431.59939	18431.59939	18431.59939
6229.45749	6229.45749	6229.45749
26273.88535	26273.88535	26273.88535
59181.0402	59181.0402	59181.0402
76590.35177	76590.35177	76590.35177
105140.7114	105140.7114	105140.7114
114226.2467	114226.2467	114226.2467
269821.154	269821.154	269821.154
21548.79238	21548.79238	21548.79238
8958.37867	8958.37867	8958.37867
1353.31193	1353.31193	1353.31193
29736.22943	29736.22943	29736.22943
20540.13024	20540.13024	20540.13024
18811.50674	18811.50674	18811.50674
324.18256	324.18256	324.18256
4541.94265	4541.94265	4541.94265
110718.7579	110718.7579	110718.7579
13456.84306	13456.84306	13456.84306
15426.8517	15426.8517	15426.8517
17982.75972	17982.75972	17982.75972
11398.71863	11398.71863	11398.71863
132692.8304	132692.8304	132692.8304
29643.17754	29643.17754	29643.17754
14900.93835	14900.93835	14900.93835
25188.00474	25188.00474	25188.00474
209.67786	209.67786	209.67786
4509.58166	4509.58166	4509.58166
383.50728	383.50728	383.50728
19980.57953	19980.57953	19980.57953
33162.61856	33162.61856	33162.61856
55.48588	55.48588	55.48588
42095.2508	42095.2508	42095.2508
4868.64618	4868.64618	4868.64618
13996.46587	13996.46587	13996.46587
4983.24907	4983.24907	4983.24907
1399.68496	1399.68496	1399.68496
5615.45147	5615.45147	5615.45147
7030.15796	7030.15796	7030.15796
4940.92671	4940.92671	4940.92671
186023.8883	186023.8883	186023.8883
8276.69461	8276.69461	8276.69461
12365.38778	12365.38778	12365.38778
2016.0863	2016.0863	2016.0863
13036.80387	13036.80387	13036.80387
7499.44867	7499.44867	7499.44867
5213.22425	5213.22425	5213.22425
79041.288	79041.288	79041.288
74452.27266	74452.27266	74452.27266
128234.7667	128234.7667	128234.7667
1627.08187	1627.08187	1627.08187
66378.23198	66378.23198	66378.23198
1171.11928	1171.11928	1171.11928
2696.68567	2696.68567	2696.68567
16860.18306	16860.18306	16860.18306
17868.3024	17868.3024	17868.3024
14055.4743	14055.4743	14055.4743
30617.68748	30617.68748	30617.68748
13135.74205	13135.74205	13135.74205
23907.36866	23907.36866	23907.36866
55617.6294	55617.6294	55617.6294
16229.16667	16229.16667	16229.16667
22522.21119	22522.21119	22522.21119
4116.20711	4116.20711	4116.20711
58309.55335	58309.55335	58309.55335
2913.05273	2913.05273	2913.05273
2829.73248	2829.73248	2829.73248
44627.6087	44627.6087	44627.6087
37923.8156	37923.8156	37923.8156
2646.41967	2646.41967	2646.41967
3346.14363	3346.14363	3346.14363
1459.02995	1459.02995	1459.02995
86863.76684	86863.76684	86863.76684
2228.68909	2228.68909	2228.68909
5094.75992	5094.75992	5094.75992
29523.73534	29523.73534	29523.73534
27994.61524	27994.61524	27994.61524
236423.8847	236423.8847	236423.8847
7153.31027	7153.31027	7153.31027
272.85922	272.85922	272.85922
17077.56758	17077.56758	17077.56758
1879.28235	1879.28235	1879.28235
57719.7173	57719.7173	57719.7173
3366.25928	3366.25928	3366.25928
15178.01195	15178.01195	15178.01195
4057.41026	4057.41026	4057.41026
38026.40979	38026.40979	38026.40979
29929.89256	29929.89256	29929.89256
44786.36398	44786.36398	44786.36398
61729.50465	61729.50465	61729.50465
9965.16734	9965.16734	9965.16734
1201.839	1201.839	1201.839
40034.89031	40034.89031	40034.89031
103928.5983	103928.5983	103928.5983
23416.9025	23416.9025	23416.9025
27037.9752	27037.9752	27037.9752
29715.59723	29715.59723	29715.59723
10368.91457	10368.91457	10368.91457
98305.86702	98305.86702	98305.86702
314721.0613	314721.0613	314721.0613
706.9413	706.9413	706.9413
64960.80734	64960.80734	64960.80734
30879.71037	30879.71037	30879.71037
7643.79904	7643.79904	7643.79904
344.67461	344.67461	344.67461
81361.46373	81361.46373	81361.46373
31071.54959	31071.54959	31071.54959
48182.27345	48182.27345	48182.27345
54525.58248	54525.58248	54525.58248
3639.864	3639.864	3639.864
47161.84368	47161.84368	47161.84368
213868.3386	213868.3386	213868.3386
4962.1924	4962.1924	4962.1924
4224.91697	4224.91697	4224.91697
3334.4252	3334.4252	3334.4252
20889.77339	20889.77339	20889.77339
21513.08575	21513.08575	21513.08575
10015.84816	10015.84816	10015.84816
45530.01744	45530.01744	45530.01744
10086.47785	10086.47785	10086.47785
4481.09873	4481.09873	4481.09873
8696.20987	8696.20987	8696.20987
45381.07162	45381.07162	45381.07162
107024.2301	107024.2301	107024.2301
23304.19249	23304.19249	23304.19249
14408.65777	14408.65777	14408.65777
132967.864	132967.864	132967.864
3455.20587	3455.20587	3455.20587
65189.27942	65189.27942	65189.27942
578.8982	578.8982	578.8982
130510.5441	130510.5441	130510.5441
19169.96586	19169.96586	19169.96586
2475.94877	2475.94877	2475.94877
1350.9124	1350.9124	1350.9124
18783.19398	18783.19398	18783.19398
8363.49634	8363.49634	8363.49634
35296.43527	35296.43527	35296.43527
30967.25767	30967.25767	30967.25767
50329.01705	50329.01705	50329.01705
13187.72949	13187.72949	13187.72949
4097.01107	4097.01107	4097.01107
312.6935	312.6935	312.6935
25769.04603	25769.04603	25769.04603
1489.97214	1489.97214	1489.97214
13410.15469	13410.15469	13410.15469
37979.65536	37979.65536	37979.65536
7927.20742	7927.20742	7927.20742
19639.94424	19639.94424	19639.94424
9506.31608	9506.31608	9506.31608
12451.33711	12451.33711	12451.33711
5534.42693	5534.42693	5534.42693
299.1725	299.1725	299.1725
67074.72221	67074.72221	67074.72221
451.27557	451.27557	451.27557
48312.95168	48312.95168	48312.95168
20193.84257	20193.84257	20193.84257
12624.94549	12624.94549	12624.94549
388.13394	388.13394	388.13394
35793.81715	35793.81715	35793.81715
5063.96622	5063.96622	5063.96622
13462.58668	13462.58668	13462.58668
6644.68641	6644.68641	6644.68641
50593.01106	50593.01106	50593.01106
22144.75738	22144.75738	22144.75738
12782.44738	12782.44738	12782.44738
53676.59959	53676.59959	53676.59959
19068.78212	19068.78212	19068.78212
912.26942	912.26942	912.26942
207796.2592	207796.2592	207796.2592
42660.78494	42660.78494	42660.78494
351.54912	351.54912	351.54912
72933.39246	72933.39246	72933.39246
3574.92654	3574.92654	3574.92654
3511.34729	3511.34729	3511.34729
3120.22951	3120.22951	3120.22951
2317.91662	2317.91662	2317.91662
156473.5666	156473.5666	156473.5666
4176.59889	4176.59889	4176.59889
214982.9679	214982.9679	214982.9679
3704.57627	3704.57627	3704.57627
10516.48048	10516.48048	10516.48048
16220.41935	16220.41935	16220.41935
3896.63084	3896.63084	3896.63084
31770.51118	31770.51118	31770.51118
13509.93166	13509.93166	13509.93166
127089.0621	127089.0621	127089.0621
10182.51842	10182.51842	10182.51842
155690.0592	155690.0592	155690.0592
453345.213	453345.213	453345.213
114281.2535	114281.2535	114281.2535
11891.42725	11891.42725	11891.42725
1809.1695	1809.1695	1809.1695
3343.34079	3343.34079	3343.34079
3428.25898	3428.25898	3428.25898
11257.15148	11257.15148	11257.15148
1494.35666	1494.35666	1494.35666
11863.91894	11863.91894	11863.91894
2703.65614	2703.65614	2703.65614
3659.72053	3659.72053	3659.72053
8283.14146	8283.14146	8283.14146
205.65869	205.65869	205.65869
1175.71211	1175.71211	1175.71211
70470.95714	70470.95714	70470.95714
1966.21619	1966.21619	1966.21619
3054.92986	3054.92986	3054.92986
27230.09249	27230.09249	27230.09249
4576.07585	4576.07585	4576.07585
3104.7972	3104.7972	3104.7972
19821.36774	19821.36774	19821.36774
4992.47994	4992.47994	4992.47994
4300.92741	4300.92741	4300.92741
1614.1653	1614.1653	1614.1653
5305.39242	5305.39242	5305.39242
33628.31086	33628.31086	33628.31086
10833.96732	10833.96732	10833.96732
16.65032	16.65032	16.65032
17585.96618	17585.96618	17585.96618
5683.29867	5683.29867	5683.29867
24841.02154	24841.02154	24841.02154
40794.77219	40794.77219	40794.77219
2502.89603	2502.89603	2502.89603
15077.72886	15077.72886	15077.72886
10610.85329	10610.85329	10610.85329
157820.3895	157820.3895	157820.3895
5769.10833	5769.10833	5769.10833
3441.63506	3441.63506	3441.63506
7701.84477	7701.84477	7701.84477
1520.91892	1520.91892	1520.91892
7388.85436	7388.85436	7388.85436
16456.14035	16456.14035	16456.14035
5308.99021	5308.99021	5308.99021
9228.59781	9228.59781	9228.59781
16083.06101	16083.06101	16083.06101
2047.10365	2047.10365	2047.10365
4985.12012	4985.12012	4985.12012
52225.72407	52225.72407	52225.72407
16146.94232	16146.94232	16146.94232
124622.5437	124622.5437	124622.5437
296578.431	296578.431	296578.431
148176.3345	148176.3345	148176.3345
7925.5322	7925.5322	7925.5322
939.71823	939.71823	939.71823
1315.17609	1315.17609	1315.17609
3862.55493	3862.55493	3862.55493
2031.08326	2031.08326	2031.08326
688.78767	688.78767	688.78767
6343.1503	6343.1503	6343.1503
91343.48727	91343.48727	91343.48727
273281.939	273281.939	273281.939
184555.2594	184555.2594	184555.2594
5326.48453	5326.48453	5326.48453
76646.43612	76646.43612	76646.43612
16388.63875	16388.63875	16388.63875
26490.54963	26490.54963	26490.54963
25345.22071	25345.22071	25345.22071
22950.8976	22950.8976	22950.8976
726.99632	726.99632	726.99632
14891.10397	14891.10397	14891.10397
1794.48787	1794.48787	1794.48787
11120.79072	11120.79072	11120.79072
6741.17281	6741.17281	6741.17281
66445.69852	66445.69852	66445.69852
70223.4542	70223.4542	70223.4542
35433.7085	35433.7085	35433.7085
12017.44019	12017.44019	12017.44019
854.28808	854.28808	854.28808
4310.90787	4310.90787	4310.90787
29695.82918	29695.82918	29695.82918
1732.26433	1732.26433	1732.26433
1006.78236	1006.78236	1006.78236
19337.60368	19337.60368	19337.60368
204.69503	204.69503	204.69503
43042.55986	43042.55986	43042.55986
44545.77972	44545.77972	44545.77972
4127.31021	4127.31021	4127.31021
10213.42738	10213.42738	10213.42738
13045.1215	13045.1215	13045.1215
7897.83388	7897.83388	7897.83388
113326.7437	113326.7437	113326.7437
7181.06824	7181.06824	7181.06824
142592.317	142592.317	142592.317
80450.18716	80450.18716	80450.18716
67.97784	67.97784	67.97784
21500.9357	21500.9357	21500.9357
462982.88	462982.88	462982.88
2500.65888	2500.65888	2500.65888
793.62201	793.62201	793.62201
152351.8529	152351.8529	152351.8529
2334.58864	2334.58864	2334.58864
4360.63472	4360.63472	4360.63472
38805.63396	38805.63396	38805.63396
4074.40878	4074.40878	4074.40878
90682.58748	90682.58748	90682.58748
3033.83236	3033.83236	3033.83236
4960.11533	4960.11533	4960.11533
15657.12832	15657.12832	15657.12832
6523.71611	6523.71611	6523.71611
0.86904	0.86904	0.86904
1757.57002	1757.57002	1757.57002
9587.45116	9587.45116	9587.45116
7981.24241	7981.24241	7981.24241
31769.669	31769.669	31769.669
41249.09181	41249.09181	41249.09181
4613.30077	4613.30077	4613.30077
11097.77875	11097.77875	11097.77875
12915.11776	12915.11776	12915.11776
23976.19555	23976.19555	23976.19555
4468.55015	4468.55015	4468.55015
11084.69364	11084.69364	11084.69364
914.58046	914.58046	914.58046
155.19114	155.19114	155.19114
1099.19787	1099.19787	1099.19787
11673.60216	11673.60216	11673.60216
10463.89558	10463.89558	10463.89558
42475.82051	42475.82051	42475.82051
6268.20051	6268.20051	6268.20051
60145.86589	60145.86589	60145.86589
29975.58915	29975.58915	29975.58915
15767.41614	15767.41614	15767.41614
18029.94662	18029.94662	18029.94662
60502.78997	60502.78997	60502.78997
6309.11234	6309.11234	6309.11234
84136.13994	84136.13994	84136.13994
10233.80411	10233.80411	10233.80411
8618.45845	8618.45845	8618.45845
152321.2279	152321.2279	152321.2279
15570.89868	15570.89868	15570.89868
56902.7148	56902.7148	56902.7148
202.49702	202.49702	202.49702
42621.43167	42621.43167	42621.43167
2587.90698	2587.90698	2587.90698
8443.61973	8443.61973	8443.61973
56912.5514	56912.5514	56912.5514
1413.94829	1413.94829	1413.94829
755.11789	755.11789	755.11789
2717.14922	2717.14922	2717.14922
13340.92865	13340.92865	13340.92865
4998.62915	4998.62915	4998.62915
24893.83681	24893.83681	24893.83681
2454.63185	2454.63185	2454.63185
25300.40941	25300.40941	25300.40941
13742.26112	13742.26112	13742.26112
1457.41267	1457.41267	1457.41267
7046.84129	7046.84129	7046.84129
1505.45574	1505.45574	1505.45574
8901.55199	8901.55199	8901.55199
18909.56971	18909.56971	18909.56971
58688.87471	58688.87471	58688.87471
5789.17549	5789.17549	5789.17549
1053.30113	1053.30113	1053.30113
176.51052	176.51052	176.51052
31334.67416	31334.67416	31334.67416
9469.26897	9469.26897	9469.26897
114709.6852	114709.6852	114709.6852
210528.9536	210528.9536	210528.9536
105589.2525	105589.2525	105589.2525
8714.87683	8714.87683	8714.87683
1077.66875	1077.66875	1077.66875
58061.2502	58061.2502	58061.2502
790.5297	790.5297	790.5297
4517.89765	4517.89765	4517.89765
12942.74117	12942.74117	12942.74117
1681.03976	1681.03976	1681.03976
2512.03001	2512.03001	2512.03001
11426.171	11426.171	11426.171
16090.63021	16090.63021	16090.63021
7617.51897	7617.51897	7617.51897
1923.55809	1923.55809	1923.55809
66528.42069	66528.42069	66528.42069
64919.85063	64919.85063	64919.85063
16029.86513	16029.86513	16029.86513
55588.08359	55588.08359	55588.08359
4212.21629	4212.21629	4212.21629
50966.29959	50966.29959	50966.29959
83133.99717	83133.99717	83133.99717
16509.59496	16509.59496	16509.59496
41355.16631	41355.16631	41355.16631
8859.49244	8859.49244	8859.49244
2388.5589	2388.5589	2388.5589
2852.12523	2852.12523	2852.12523
28628.8935	28628.8935	28628.8935
1285.75654	1285.75654	1285.75654
654.46827	654.46827	654.46827
10431.93505	10431.93505	10431.93505
14944.52865	14944.52865	14944.52865
145401.9493	145401.9493	145401.9493
14110.76972	14110.76972	14110.76972
7802.88843	7802.88843	7802.88843
51370.52433	51370.52433	51370.52433
6430.15134	6430.15134	6430.15134
38094.23052	38094.23052	38094.23052
1526.31579	1526.31579	1526.31579
37936.00067	37936.00067	37936.00067
4792.22043	4792.22043	4792.22043
4493.88831	4493.88831	4493.88831
75644.94246	75644.94246	75644.94246
10641.69115	10641.69115	10641.69115
53423.48684	53423.48684	53423.48684
18253.85436	18253.85436	18253.85436
32402.92129	32402.92129	32402.92129
95497.68512	95497.68512	95497.68512
26715.71846	26715.71846	26715.71846
69675.4235	69675.4235	69675.4235
3386.00079	3386.00079	3386.00079
4112.56047	4112.56047	4112.56047
140823.6689	140823.6689	140823.6689
10639.4305	10639.4305	10639.4305
997.78352	997.78352	997.78352
6694.03095	6694.03095	6694.03095
20130.90048	20130.90048	20130.90048
14343.36778	14343.36778	14343.36778
2745.80793	2745.80793	2745.80793
6723.58961	6723.58961	6723.58961
27400.1387	27400.1387	27400.1387
11315.30753	11315.30753	11315.30753
21712.35819	21712.35819	21712.35819
18391.73635	18391.73635	18391.73635
50966.8832	50966.8832	50966.8832
21026.55413	21026.55413	21026.55413
44318.16604	44318.16604	44318.16604
22800.67541	22800.67541	22800.67541
21910.25166	21910.25166	21910.25166
28475.05183	28475.05183	28475.05183
108635.6163	108635.6163	108635.6163
32681.07683	32681.07683	32681.07683
291.03215	291.03215	291.03215
151648.1417	151648.1417	151648.1417
178.36042	178.36042	178.36042
5501.12605	5501.12605	5501.12605
46949.73729	46949.73729	46949.73729
250.04809	250.04809	250.04809
10506.06151	10506.06151	10506.06151
10319.66506	10319.66506	10319.66506
1109.88172	1109.88172	1109.88172
5304.80285	5304.80285	5304.80285
321.53478	321.53478	321.53478
569.25827	569.25827	569.25827
130.35481	130.35481	130.35481
60958.1631	60958.1631	60958.1631
49249.9919	49249.9919	49249.9919
2738.6159	2738.6159	2738.6159
6183.08943	6183.08943	6183.08943
4498.61202	4498.61202	4498.61202
14287.62929	14287.62929	14287.62929
991.09636	991.09636	991.09636
12048.76517	12048.76517	12048.76517
11478.10356	11478.10356	11478.10356
104948.9437	104948.9437	104948.9437
11082.41084	11082.41084	11082.41084
19999.55983	19999.55983	19999.55983
11290.29775	11290.29775	11290.29775
26290.99307	26290.99307	26290.99307
1144.13694	1144.13694	1144.13694
22148.80781	22148.80781	22148.80781
7252.73126	7252.73126	7252.73126
1742.9515	1742.9515	1742.9515
374.22686	374.22686	374.22686
15687.88606	15687.88606	15687.88606
2084.09327	2084.09327	2084.09327
17242.6439	17242.6439	17242.6439
114641.8162	114641.8162	114641.8162
109211.84	109211.84	109211.84
41113.99596	41113.99596	41113.99596
2600.06107	2600.06107	2600.06107
9463.28819	9463.28819	9463.28819
21483.56315	21483.56315	21483.56315
18186.16873	18186.16873	18186.16873
176880.8154	176880.8154	176880.8154
132933.2506	132933.2506	132933.2506
1247.8344	1247.8344	1247.8344
134343.523	134343.523	134343.523
15355.27389	15355.27389	15355.27389
5582.99134	5582.99134	5582.99134
9290.84141	9290.84141	9290.84141
20454.39669	20454.39669	20454.39669
9593.67833	9593.67833	9593.67833
168879.3731	168879.3731	168879.3731
319.61614	319.61614	319.61614
5757.19183	5757.19183	5757.19183
3514.75469	3514.75469	3514.75469
2673.39573	2673.39573	2673.39573
133354.3669	133354.3669	133354.3669
20674.77589	20674.77589	20674.77589
57107.01931	57107.01931	57107.01931
288.9898	288.9898	288.9898
38656.95434	38656.95434	38656.95434
27373.89974	27373.89974	27373.89974
1420.83897	1420.83897	1420.83897
779.55534	779.55534	779.55534
6474.76301	6474.76301	6474.76301
3474.54401	3474.54401	3474.54401
120930.9446	120930.9446	120930.9446
38156.79001	38156.79001	38156.79001
996.47384	996.47384	996.47384
98150.86746	98150.86746	98150.86746
150345.0897	150345.0897	150345.0897
235157.6704	235157.6704	235157.6704
1011.74061	1011.74061	1011.74061
21245.60206	21245.60206	21245.60206
237.29238	237.29238	237.29238
1050.89334	1050.89334	1050.89334
18168.68601	18168.68601	18168.68601
8918.15303	8918.15303	8918.15303
461.91413	461.91413	461.91413
427.82883	427.82883	427.82883
2374.87369	2374.87369	2374.87369
54744.5905	54744.5905	54744.5905
404.96579	404.96579	404.96579
974.10226	974.10226	974.10226
14246.9994	14246.9994	14246.9994
6605.45674	6605.45674	6605.45674
5727.41882	5727.41882	5727.41882
21229.54982	21229.54982	21229.54982
3057.6082	3057.6082	3057.6082
706.74794	706.74794	706.74794
27764.66742	27764.66742	27764.66742
4500.44381	4500.44381	4500.44381
162644.5276	162644.5276	162644.5276
19774.18681	19774.18681	19774.18681
10895.2612	10895.2612	10895.2612
1621.39077	1621.39077	1621.39077
26244.3708	26244.3708	26244.3708
49270.54237	49270.54237	49270.54237
38219.92601	38219.92601	38219.92601
828.38389	828.38389	828.38389
61332.73737	61332.73737	61332.73737
5437.50764	5437.50764	5437.50764
18422.63808	18422.63808	18422.63808
38190.40517	38190.40517	38190.40517
385160.9691	385160.9691	385160.9691
357.42812	357.42812	357.42812
85432.03227	85432.03227	85432.03227
120769.1873	120769.1873	120769.1873
643.82447	643.82447	643.82447
25940.54091	25940.54091	25940.54091
702.19621	702.19621	702.19621
44093.84946	44093.84946	44093.84946
1721.62608	1721.62608	1721.62608
23213.277	23213.277	23213.277
122120.2569	122120.2569	122120.2569
3933.44136	3933.44136	3933.44136
45132.07079	45132.07079	45132.07079
982.52442	982.52442	982.52442
1732.69559	1732.69559	1732.69559
6079.82894	6079.82894	6079.82894
2921.23547	2921.23547	2921.23547
46228.07415	46228.07415	46228.07415
8008.84093	8008.84093	8008.84093
2968.55487	2968.55487	2968.55487
5543.38048	5543.38048	5543.38048
10739.0728	10739.0728	10739.0728
9578.04815	9578.04815	9578.04815
5357.74733	5357.74733	5357.74733
5191.27728	5191.27728	5191.27728
1975.85172	1975.85172	1975.85172
123047.4114	123047.4114	123047.4114
8970.92398	8970.92398	8970.92398
60015.85355	60015.85355	60015.85355
32044.57424	32044.57424	32044.57424
790.42558	790.42558	790.42558
2157.76112	2157.76112	2157.76112
14586.44317	14586.44317	14586.44317
27107.04642	27107.04642	27107.04642
5735.52947	5735.52947	5735.52947
10378.55648	10378.55648	10378.55648
24252.56345	24252.56345	24252.56345
3245.18134	3245.18134	3245.18134
12898.45274	12898.45274	12898.45274
44226.55566	44226.55566	44226.55566
13436.46594	13436.46594	13436.46594
16550.22376	16550.22376	16550.22376
34710.13971	34710.13971	34710.13971
78034.99009	78034.99009	78034.99009
3930.30179	3930.30179	3930.30179
10185.47907	10185.47907	10185.47907
3700.46347	3700.46347	3700.46347
26338.35906	26338.35906	26338.35906
4300.36942	4300.36942	4300.36942
8978.51631	8978.51631	8978.51631
7589.5096	7589.5096	7589.5096
4624.64759	4624.64759	4624.64759
2320.49475	2320.49475	2320.49475
4655.57918	4655.57918	4655.57918
144.26942	144.26942	144.26942
30994.82259	30994.82259	30994.82259
1143.14675	1143.14675	1143.14675
139551.7436	139551.7436	139551.7436
17769.81797	17769.81797	17769.81797
6897.49921	6897.49921	6897.49921
1908.88693	1908.88693	1908.88693
23272.92807	23272.92807	23272.92807
46689.37559	46689.37559	46689.37559
11642.97572	11642.97572	11642.97572
56334.39665	56334.39665	56334.39665
858.65742	858.65742	858.65742
1038.21853	1038.21853	1038.21853
